cosine_similarity,text
0.1910322967823133,"I saw Thunderbird 2 off at Omi-Imazu. Imakoko L: 1-2-15 Nakanuma, Imazu-cho, Takashima City, Shiga Prefecture"
0.19048929158466124,[USER] Good morning. Osaka is a bit windy and cold Suyo~
0.19001287326834826,[USER] Is that so? Please let me know if you have any plans for an exhibition in Osaka (^^)
0.1899221436368863,"[USER] I have an acquaintance who wants to get a cat, so I will ask. I live in Noda City, Chiba Prefecture. I pray that I can keep it?"
0.1844404703614619,"[USER] The Nijoyama campsite in Toyama Prefecture is a pretty good place? You take your trash home, but the restrooms are so clean and it's free!!"
0.18433910531934722,Orange Ferry Now (@ Osaka Nanko Ferry Terminal) [URL]
0.18419398516601695,"Take the streetcar to Izuro-dori. Torijii-chan Chi Go Imakoko! L: Hamacho, Kagoshima City, Kagoshima Prefecture"
0.18385675310078087,"I don't mind traffic jams at all. . Forever beyond the traffic lights (;_;) Imakoko L: 1-chome Izumi, Kumamoto City, Kumamoto Prefecture"
0.1802442700809946,I will return to Tokyo from Saitama. It's a pity that you can't see the sunset! Driving: Sakai Highway
0.18020735900969231,I went to Tokyo German Village (Chiba Prefecture) with my wife and aunt. The illumination (from 16:00) was beautiful.
0.17960912714971838,"In this devastated state of mind, with conference presentations in the afternoon, I couldn't even see the glittering underground shopping mall of Tenjin. It's like grayscale. And Tenjin Station and Tenjin Minami Subway Station are very far."
0.17915651725578702,Shikama Town in Miyagi Prefecture. Egg over rice at JA. All-you-can-eat for 350 yen! Fat.
0.1789515163544253,"I can easily communicate with him who is busy with work, so I feel less lonely! I can't live without LINE anymore! #LINE was good"
0.17508238490922545,I'll be arriving in Osaka soon ?? I mean... the Shinkansen is so boring! ! smile .
0.17487871009010575,"[USER] I was at Doutor Coffee in Shin-Osaka Station. Right now, I'm in Shin-Osaka o(^?^)o"
0.17384836738547216,"busy lately. Bad clientele. It's an era when junior high school students come out to Minami to drink, Mom. I don't know if I'm going to serve alcohol."
0.17322836062108027,I'm back! (@ Osaka International Airport North Terminal w/ 2 others) [URL]
0.17284281337764773,"Urya! [Kanto, Inawashiro Town, Yama District, Fukushima Prefecture, 72kph, southeast, 526m, [URL] ]"
0.17236189245610506,"Arrive at Shin-Osaka?( � ? ` )? After all, it's a city, and above all, the language is different (laughs) [URL]"
0.16776406118610596,"Current location [Address: Serada-cho, Ota City, Gunma Prefecture, Speed: 66kph, Direction: Southeast, Altitude: 47m, Map [URL] ]"
0.16363554325206145,"[USER] Me too! Niigata, Kashiwazaki Now! Driving on the Hokuriku Expressway towards Osaka (^^)/"
0.16213816888963978,"I come to Ise-Shima in Mie Prefecture for work. Nishii, a soba restaurant in Shima that I always stop by for lunch, is excellent."
0.16145061297507116,"Visiting the Grave The grave was destroyed by the earthquake... I'm going back to the grave today, isn't it?"
0.16127738172984796,How many umbrellas will be sacrificed in a day today @ JR Osaka Loop Line Momodani Station [URL]
0.16024704426080746,"Today's earthquake was long, wasn't it? The sight of everyone wearing helmets at work reminded me of the earthquake."
0.1601308518762456,"Evening walk 27 minutes and 2 seconds passed Komazawa Park, Setagaya Ward, Tokyo, 2.00 km point!"
0.15920298008694217,?MAY'S LIVE TOUR TICKETS OSAKA FREE SHIPPING? [URL] Nice to meet you!
0.15845372868130916,[USER] Succeeded in popularizing the sense of Targe and Impaler in Osaka! [URL]
0.1527737079074266,"Zao Tsuka ~ Sendai coming soon The wind is strong [Oaza Adachi, Murata-cho, Shibata-gun, Miyagi Prefecture]"
0.15100730989014266,"?Causes of delays in reconstruction Let's think of this as a problem for Japan as a whole, since we are all from the same country. If there is such a feeling, I don't think you will come up with such words as refusal to accept rubble. First of all, we should accept 20 years worth of rubble in each prefecture."
0.15019756176616272,took the wrong train and passed six stations where I was supposed to get off. I don't want to go back to Osaka.
0.1497904103627597,"Is the first semester entrance exam for high school entrance exams in Nagano Prefecture only an interview exam without papers? If it's Fure, Azu-chan almost passed."
0.14864396201389318,"I wanted to go from the Ibaraki Airport interchange to the Mito interchange, but I made a mistake with the JCT. . (-_-;) The place where I noticed and got off at Mito Minami. Follow the road to Mito Interchange. (smile)"
0.14848095930045044,[USER] Follow me! Was it an earthquake hake??(�o`??
0.1481864411484636,Shrimp and conger eel tempura bowl. Heaviness after meals is less than before. @ Seafood Izakaya Sushi no Isomatsu [URL]
0.14706531595912956,"[USER] It didn't sell out at half price (???;) It's Osaka, so it's difficult for people from Tokyo (?-_-?)"
0.14625479150280823,"Normally it would take less than 5 minutes to get from my house to the nursery school by bicycle, but on the way there were 3 pedestrian crossings (both on the main street, 2 on the same road) and an extremely closed railroad crossing. Ah, Arinsu."
0.14572620406459857,"There was also a job and a connection that I received from the earthquake this year. That's why we shouldn't forget to say ""thank you"" at the end of the year. When"
0.14397203571490225,"[USER] Hey, that's nice too! But today, I will forget about the sacred place and enjoy sightseeing in Osaka ?"
0.14336502681174967,"thought I was working on the train on the way home, but I drank more than I thought, so it's fun. I'm sleepy. After all, being a senior is fun. Not just because people are fun, but for my type? Today, I want to drink with Kazuya-san, so inevitably Okada-san will be there, and Minami-san next to me! Heaven? That's why I love the bad club ?"
0.14230544143624926,"[USER] It's true that I ate ""Osaka Ramen"" and it's good (^O^)/ I'd like to finish off with salty salt ramen!"
0.1421078337466846,9:30 in the morning. I couldn't wait to board. @ Shin Osaka Station (Shin Osaka Sta.) [URL]
0.14137775650467155,Are you going home soon? @ Touch Hotel New Otani Osaka! [URL]
0.14135002079875505,SoftBank's 3G radio waves are also reaching tunnels south of Miyahara SA in Kumamoto Prefecture. A surprising discovery. I gave up from Hana and didn't use the iPhone w
0.1408693724254189,"On a whim, Oimazato Shopping Street. Why are you in a place that is too maniac? #osaka [URL] [URL]"
0.14014729223117028,"Business trip to Osaka today. I didn't have much time, so I had to jump on the train on my way home without lunch. I'm hungry. . . . . ."
0.1398740346429946,Only an unpolluted city of Osaka can rebuild Japan. Accepting rubble will completely close the future of Japan.
0.1390669021368743,"As expected, it is crowded! (@ JR Shin-Osaka Station (Shin-Osaka Sta.) w/ 19 others) [URL]"
0.1373721359959529,I parted ways with my parishioners and headed to Shin-Osaka by highway bus. China road too crowded (T_T)
0.1354143173934475,Second breakfast Dell! Sole! ????? @ Val del Sole Osaka [URL]
0.13530516301907208,"[USER] is now being held at graf bld.! About an 8-minute walk from Higobashi Station on the Yotsubashi Subway Line. It is a building along the Tosabori River near the National Museum of Art, Osaka. Until about 16:30! #graf_d3"
0.13356741289231616,Wow (@ JR Shin-Osaka Station (Shin-Osaka Sta.) w/ 9 others) [URL]
0.13227524673384608,[USER] Good morning. About 200 km left. Hard egg!
0.1319690473392269,Japan's media coverage is strange It is a cover-up constitution that seems to be less than China that should report more about the nuclear disaster in Japan rather than criticizing the train accident in China
0.13061387600874402,I'm back. Inside the bullet train heading to Shin-Osaka. It was really fun and it was a great meeting!
0.128775714979362,Was out cycling 24.04 km with #Endomondo. See it here: [URL]
0.1283435846988589,Ugh... delicious! Let's go to the cafe next time. @ Ladur�e JR Osaka Mitsukoshi Isetan [URL]
0.12607962026207659,I'm going to Chiba training for a week from today (^-^)/ @ JR Shin-Osaka Station [URL]
0.12541438624143128,Was Midori this big? (@ Midori Denka Central Higashi-Osaka store) [URL]
0.1234802626379883,Crowds?(?People?;) Even Osaka is painful... TOKYO is scary! (@ HEP FIVE) [URL]
0.12130270240604829,Arrive at 18:59/22:27 I'm going back to Kumamoto now. (@ JR Shin-Osaka Station Shinkansen Platform 20) [URL]
0.12066259543535508,"By the way, the one I bought is an Asian punk set in the lawless area of Osaka www15 prohibited www"
0.11975899366049769,"My current location is near 3-chome Komaoka, Tsurumi Ward, Yokohama City. (Accuracy 10m, moved 13.2km from previous point) - [URL] #imakoko_jp #imakoko_kanagawa_jp"
0.11847044135191571,"There is a pair of business tickets for Unicorn's 10/19 Osaka-jo Hall. If you're interested, RT please! By the way, a good seat in the 22nd row of the arena, Tsuchisue!"
0.11782208892706085,"[USER] [USER] [USER] Toy Story has a lot of depth (^^) I don't really know where 3D is 3D, so a DVD is enough (^-^)v"
0.11630539373742076,"The second day of Osaka Central, Fuchu Athletic vs Shonan. Fuchu newcomer Sorokaaba looks like an old man, but he's only 22!? Can you disguise yourself in a match? Coach Mizuho, do your best!"
0.1149977456013257,"After the stage greetings in Osaka, we will move to Nagoya (@ JR Shin-Osaka Station (Shin Osaka Sta.) w/ 11 others) [URL]"
0.11480488684318822,"Arakawa Cycling Road. 50 km from Kasai Rinkai Park, pioneering from Akigase Park. I will turn around now. Location: [URL]"
0.11450866592616606,[USER] You can. Summary sites have been around for quite some time. I can't do it myself because it's the main thing (laughs)
0.11435636016499948,Let's ride an earthquake experience car. Jumping (;�??) (@Kawasaki Municipal Takatsu Elementary School) [URL]
0.11278749648004696,"It's good! ( ????) A friend's shop! @ 3-13-23 Noda, Fukushima-ku, Osaka-shi, Osaka [URL]"
0.11129813835715138,"Why don't you join ""Latin Party!""? Today! It's a show Time! Shall we dance & feel music! Osaka at BERONICA.beronica.jp/access.html"
0.11054834533371372,"long time no see! It's been almost 2 months since I moved to Osaka There have been various hospitals in the countryside of Wakayama, but none of them are as bad as this one! Nurse! Please come after knowing well!"
0.10959902775100608,I believe in representative Toru Hashimoto! I want to go back to Osaka as soon as possible. [USER]
0.10806648139400947,I am leaving Shin-Osaka now. Heading to Shin-Yokohama. It's a comedy trap where the person sitting next to you looks like Mr. Bean!
0.10483622792363105,"I was able to eat Nana-chan's Niji-ji-baaba! The mysterious dance is also super cute ?(^_^;) Yesterday, Jiji Baba stayed at Shima Onsen in Gunma prefecture and came to relax?(�??)This year is a harsh winter and the plum grove is still in full bloom (~_~;)Lake is frozen"
0.10439769152932107,I met a lot of people in Osaka today. Exciting indeed. But in the end I drank well. The finished Pomerol was more sensual than the Saint Julien I had at Wakiya yesterday...
0.10107421577446517,[USER] I didn't get to see you (>_<) It seems that there were quite a few left until yesterday morning (�?_?`)
0.09929150189630302,Let's assume that Masayoshi Kobayashi has moved into Toshima Ward. [URL] #shindanmaker
0.09712860977729523,"Take a break at a cafe near The Symphony Hall in Fukushima, Osaka. I think I'm going to have a heat stroke. Hyogo's ""Komori"" has a synergistic effect, such as fantastic equipment, gorgeous costumes, over-the-top production, and an even more lively conductor with 6 musicians invited from Vienna to help."
0.09675654864228139,"Now that I have made it to Maishima, I can overlook Osaka Bay from the observatory on Shin Yuhigaoka. An angel's ladder is coming down from the Akashi Kaikyo Bridge. [URL]"
0.09651201285125303,"It was very hot every day, but today's rain made it much cooler at night! Higurashi was crying in a good voice. Even in Osaka, if you stay outside for a long time, you will get the feeling that you will be hit by radiation."
0.09465568727313274,"There was an earthquake. fine? My sister also said that her workplace was on the 14th floor and was shaking so much.""[USER] Today, I experienced an earthquake early warning for the first time at my workplace. It was terrifying as the alarm sounded throughout the floor. It's on the 17th floor, so it must have shaken a lot during the earthquake."""
0.09460331472489428,"Just before Ichinomiya JCT. It's a traffic jam of about 3 km, but I can't get out of it even after an hour. [URL] 35.292255, 136.779602"
0.09450211695267538,It's raining... It's been sunny so far. Takaoka is a bit of a city. in front of the station.
0.0941012951198819,"I have just returned from Australia. My hope is that Sanriku's oyster industry will not simply return to its pre-earthquake state, but will improve beyond the pre-earthquake situation. For that reason, I would like to refer to oyster farming around the world and establish new sales channels at the same time. #fukkokaki"
0.09399428142069759,"Continued? After the earthquake, I wanted to help the people affected by the disaster, even if just a little, so I went to Canada with a friend to do a fundraiser. With the help of many people, we were able to collect about $1000 (about 70,000 yen). Money is not the only thing that matters, but I would like to hope that I can be of some help now."
0.09209670483688613,"When a suitable newcomer is sent away and made to cry. Because the big man thinks about his waist. �[USER] It's not a gorilla, it's Agora, it's not possible to handle a press conference at Osaka City Hall at the Agora level. Before the press conference"
0.09065737327759477,"[USER] It rains where I live. Shirakawa-go in Gifu is quite north of where I live, but it's built that way to keep the snow out. I can do it (*^^*)"
0.09022137160281773,"I just finished drinking after the Nagoya meeting and went home. The recent Nagoya meeting day is a parade of trouble reports and annoying consultations from subordinates. Last year was an earthquake, and I don't want to go anymore! I will go to work tomorrow and sleep without taking a bath"
0.08981142231755937,"A long time ago, when I was a student, I was often told that changing the safe zone was not recommended. ""[USER] If you want me to go to Osaka University or Kobe University, let me wear a mask. It's impossible, isn't it? It's fine if you let me be a ronin, right?"
0.08912302364116412,"If I put something like Osaka in my profile, I wonder if Twitter will introduce me... (>_<) For some reason there are a lot of rotten girls in Kansai RT [USER] I want to follow girls who live in Osaka ><?"
0.08865361803438736,"By the way, here. 12 km from the center of Wajima, it was pitch black all the way. I was really scared."
0.08758619645678077,Fowler Just in time... (@ Koto Ward Cultural Center w/ 43 others) [URL]
0.08605475887720908,"Is this story related to what Yatsugatake Nanroku Astronomical Observatory used to do? �[USER] Changes in the ionosphere, even in the Great East Japan Earthquake � Promising for prediction? : News : Education : YOMIURI ONLINE (Yomiuri Shimbun) [URL]"
0.08598145735066084,"Unfortunately the weather is bad today too! My child's club activities are also closed, so I'm taking it easy. I want to live in cherry blossom viewing, but the weather is bad and the cherry blossoms have fallen quite a bit."
0.08526503170923266,I finished buying presents at DB! I talked with the store clerk. Mr. U Hara seems to come to the store quite a bit ( � ? ` )? I'm curious about the new work.
0.08514561140881326,"I don't quite understand Ameko's geotagging settings, but for some reason, there are times when I get two..."
0.0850606150571873,"The opinions of these people disappear with bubbles if their lives are threatened. It's okay if you forget to say Reminds me of Jurassic Park. It's a proposition that was brought to my attention by the earthquake, but somehow I somehow seem to have already forgotten about that event. . . #Nuclear power plant"
0.08373404082584229,"Finish the morning run. Kita Ward, Kobe City is cloudy to sunny. [Run&Walk] 2011/11/08 05:15, 8.02km, Time 54:07, 565kcal, [web][URL] #RunWalk"
0.08364833735297278,"Beyond2011, Day 2 Evening Program: We're in the middle of the plenary session! Currently, we are discussing in pairs at Earth Dialogue. ""Based on the experience of the Great East Japan Earthquake, what kind of contribution can Japan make for a sustainable world?"" [URL]"
0.08097058007752993,"At Tokyo Big Sight, East Exhibition Hall. (Koto Ward, Tokyo) w/ 38 others [URL]"
0.08090437134399439,"[USER] After all, it was quite tearful."
0.07959767313542664,"I read Ronbu Atsushi's tweets... There are a lot of heartless people out there. When I saw that they were responding with sincerity, my likability increased quite a bit?(�?? )"
0.07791380688696194,Arrived quite late! (@ Applause Tower w/ [USER] [URL]
0.07584626061990815,[USER] What do you think? It must be cool in Kushiro or near the lake!
0.07365558838926663,Kasai Rinkai Park now. The distance traveled so far is 156 km. headwind www
0.0735624357649564,"[USER] There aren't many docomo users around, so I'm going to see you off (^-^;"
0.07275848190659438,"I'm at Go Go Curry Roppongi Stadium. (Minato Ward, Tokyo) [URL]"
0.07266072067478986,"Osaka training camp. Half day off for the first time in a while. Compared to the beginning, the team feels good! But I ran too much. Every day, I am encouraged by looking at Yoichi Takahashi's words drawn on the wall of the dormitory. Two more days until the Kazakhstan match lineup announcement! [URL] [URL]"
0.07250505244419675,"We are at Nepalese Cuisine & Bar Mandala Shibuya. (Shibuya Ward, Tokyo) [URL]"
0.07204821384221387,[USER] It was your birthday! Congratulations~(�??*) It must be quite an important document?
0.07093595467689987,"[USER] [USER] I don't draw illustrations on models, and I'm not around to draw illustrations on models."
0.0693916564871862,Midtown office was great yesterday. It's quite different from the office I'm going to from now on (tears)
0.06912287306298226,Bar serenity now! It is recommended near Namba station (^ ^)
0.06805781786340809,It hits. this. Keisuke Nakatsuka's World Do S Ranking Ranking and Judgment is [97th]! It is quite de S! it's dangerous. Please be careful of those around you. [URL]
0.06729162760440371,"[USER] I'm sure you're curious about the performance of those around you... I know that feeling all too well. But I put a lot of effort into researching it, so if I presented it in a fun way, everything would be fine! Just a little bit more, do your best! !"
0.06708346163347127,Meet the Ohara clan ? ?? ?*??*?-??-? �[USER] [exblog] In front of Itabashi Ward Office �Handmade soba pork shabu-shabu Tanakaya� ????? [URL]
0.06635541173807076,I will participate in the Tokyo Gate Bridge Sports Festa. I will enjoy the scenery of the bridge round trip 8 km.
0.06584126104415375,"Moi! Streaming from iPhone on TwitCasting - Gion Matsuri Now (Nakagyo Ward/Kyoto, Japan) [URL]"
0.06556240880034915,"When you forget your wallet at work and come to the station, the dented condition is quite good."
0.06518752772231963,"[USER] Nice to meet you! We are in the west. Two middle school boys. The other day, I went to observe the people of the protection society and the committee of the ward assembly."
0.06453047889901073,[USER] It's a bit too much schedule (^^) lol We'll wrap it up tomorrow at pizzapa ??
0.06333569229535421,The second party of the year-end party is rushing. @ Deep-fried skewers It's quite a touch with a photo! [URL]
0.0630189630444491,"[USER] Shall we invite McDonald's? It's been quite a while lately, but we have a McDonald Alien."
0.0625112901995265,"Sekijo Orthopedic Clinic (Nakashirane, Asahi Ward, Yokohama City), the director here is amazing!! ! Today, I came to this orthopedic clinic twice to introduce people. I am currently undergoing treatment for my wife's lower back pain. Even now it's past 8:00 and it's still full (^o^;)"
0.0614687548557744,"Propaganda against the abolition of national branch offices: The government is trying to impose all the responsibilities that the country should fulfill on the local governments (citizens). The Self-Defense Forces were not the only ones who played an active role, such as restoring roads after the earthquake. Don't forget to play an active role that makes use of the uniformity and expertise unique to a national branch office #nagasaki [URL]"
0.060511951460775544,"299 is quite empty and feels good. But I'm tired, so I'm taking a break"
0.06038625177632219,"[USER] Even on the 3rd floor, I felt quite scared (*_*) Kikuchi city had a seismic intensity of 5 strong (/_;)/~~"
0.059581794897646,A cup of morning... a bit extravagant today?! [URL]
0.05914276628165404,[USER] I found it too! if it was yesterday it would have been a near miss. Even if this neighborhood has not been Europeanized so far. [URL]
0.058470985834099855,"[USER] I mean, you're messing around with Twitter all this time!!!"
0.058026115871048084,"Kyaaaaa! Even though I overslept a bit, I was on the opposite side of the train =(;?;?;?;;)"
0.058005510676837214,"Today, the second battery is up! This time, it's near my office, so I call for help."
0.05761616323182104,[USER] There was one at a convenience store near my house (laugh).
0.05732356400522411,"Residents of Nishinari Ward bring their TVs on their bicycles and come for consultations. Don't immediately come to mind w ? terrestrial digital frenzy rush rush ""time while worrying"" welfare guardian ""left behind"" [URL]"
0.057225504287380366,"Near 488 Kamihonnojimae-cho, Nakagyo-ku, Kyoto-shi, Kyoto Chizutsui [URL] Kyoto City Hall"
0.057052341315225755,"thought Irohasu was filled with water near the site, but I didn't expect to see the name of Tonami here. [URL]"
0.056057368959347036,"[USER] Hmmm, I'm only going to transfer about 8G, but it's a bit slow, isn't it?"
0.05558061719342106,Taken by iPhone4S. We meet the sunset of 2011 near Mikawa Anjo. [URL]
0.0550685466748342,"Other than [USER], it was faster than www.It's a bit similar to mine. [URL]"
0.05497529225013677,"[USER] Is it heart-to-heart? Together? Ah, it's a bit uncomfortable lol"
0.05237812770100765,"[USER] If I pass the exam, I'll play around with it?(^o^)?"
0.05231770115443443,Tokyo Station. The Shinkansen is quite crowded. Is it because it's Monday? Let's check the error of the position information display.
0.05225185259749843,"The regular train from Tsubata Station at 16:11 departs from Kanazawa Station at 16:15, which is quite late, but I'm relieved that it will connect to Kutaka 21 at Takaoka Station Is it difficult to connect with the Shinkansen at Echigo Yuzawa?"
0.05205510117296934,"One good day, smile and say hello A positive sign near my house! I'm fine [URL]"
0.052023912707054205,Let's have lunch at cafe do coma near Urawa Lexus. Omurice is good!
0.05185925323386751,good morning! From inside the Keiyo Line train. Near Shin-Urayasu Station [URL]
0.05103583449064947,"It seems that there is a children's center for junior high and high school students near Ikebukuro Sunshine lol Junior high school students and older are not children, right? ?`) People(�??=)"
